isSZZBugIntroducer,revision,age,totalLoc,modified,relativeModified,180fileHcpf,180commitHcpf,nrOfFunctions
False,53,48898203,689.0,2,0.0029027576,0.6319,0.4667,
False,54,51741785,689.0,2,0.0029027576,0.6996,0.5263,
False,55,52956866,689.0,2,0.0029027576,0.7036,0.5265,
True,56,54422459,689.0,24,0.034833092,0.7083,0.538,
False,57,54948414,689.0,24,0.034833092,0.7093,0.5443,
True,58,55653881,689.0,11,0.015965167,0.7104,0.5513,
False,59,55659054,696.0,30,0.04310345,0.7109,0.5517,
True,60,56224620,699.0,5,0.0071530757,0.75,0.5795,
False,61,56224779,702.0,3,0.0042735045,0.7501,0.5792,
False,62,56225285,698.0,303,0.4340974,0.7518,0.5822,
True,63,56819490,698.0,4,0.0057306592,0.7514,0.5835,
False,64,60893972,360.0,338,0.9388889,0.65,0.3456,
True,0,0,5.0,5,1.0,0.6032,0.3347,0.0
False,1,7039,10.0,5,0.5,0.5929,0.3571,0.0
False,2,60893972,5.0,5,1.0,0.65,0.3456,
False,0,0,31.0,31,1.0,0.8556,0.2354,
True,1,1247661,37.0,7,0.1891892,0.8901,0.33,
False,2,1260172,43.0,7,0.1627907,0.8905,0.3293,
True,3,1261057,43.0,2,0.046511628,0.8908,0.3298,
False,4,1261434,43.0,1,0.023255814,0.8909,0.3292,
False,5,1993697,44.0,1,0.022727273,0.7296,0.3961,
False,6,19585320,6.0,38,6.3333335,0.65,0.3456,
False,0,0,68.0,68,1.0,0.742,0.5739,
False,1,1126,60.0,65,1.0833334,0.75,0.5797,3.0
False,2,4681046,0.0,60,inf,0.65,0.3456,
False,0,0,43.0,43,1.0,0.742,0.5739,
False,1,1126,37.0,37,1.0,0.75,0.5797,3.0
False,2,4681046,0.0,37,inf,0.65,0.3456,
False,0,0,60.0,60,1.0,0.742,0.5739,
False,1,1126,52.0,43,0.8269231,0.75,0.5797,3.0
False,2,4681046,0.0,52,inf,0.65,0.3456,
True,0,0,418.0,418,1.0,0.7693,0.7698,9.0
False,1,12365484,418.0,4,0.009569378,0.7838,0.7332,9.0
False,2,13569423,418.0,4,0.009569378,0.7882,0.7325,
False,3,20576218,418.0,4,0.009569378,0.8076,0.6948,
False,4,38453690,418.0,1,0.0023923444,0.7565,0.6512,9.0
True,5,51699435,450.0,185,0.41111112,0.8163,0.4308,9.0
False,6,52530924,482.0,185,0.38381743,0.8322,0.444,
False,7,52532390,514.0,185,0.35992217,0.839,0.4602,
False,8,52632243,546.0,185,0.33882785,0.8401,0.4767,
False,9,56789590,578.0,185,0.3200692,0.8308,0.5114,
False,10,220935524,578.0,8,0.013840831,0.8699,,9.0
False,0,0,40.0,40,1.0,0.7336,0.5671,3.0
False,1,1165,33.0,30,0.90909094,0.75,0.5797,3.0
False,2,4681085,0.0,33,inf,0.65,0.3456,
False,0,0,94.0,94,1.0,0.499,0.3371,4.0
False,1,175,188.0,94,0.5,0.4994,0.3374,
