isSZZBugIntroducer,revision,age,totalLoc,modified,relativeModified,180fileHcpf,180commitHcpf,nrOfFunctions
True,110,147063393,2306.0,1,0.00043365135,0.9234,0.4037,
True,111,147064551,2306.0,3,0.001300954,0.9234,0.4032,
False,112,147114640,2334.0,29,0.012425021,0.9234,0.4028,
False,113,147115782,2334.0,3,0.001285347,0.9233,0.4038,
False,114,147137150,2334.0,1,0.000428449,0.9232,0.4031,
False,115,147225438,2362.0,29,0.012277731,0.9231,0.4004,
True,116,147666291,2361.0,2,0.0008470987,0.9226,0.4007,
False,117,147768323,2388.0,32,0.013400335,0.9221,0.4045,
True,118,147842325,2388.0,1,0.00041876046,0.9221,0.4039,
True,119,147842905,2388.0,2,0.0008375209,0.9221,0.4035,
True,120,147924089,2388.0,2,0.0008375209,0.9221,0.3997,
True,121,147924636,2388.0,1,0.00041876046,0.9221,0.3993,
True,122,148329136,2367.0,25,0.010561893,0.9217,0.397,
False,123,148441421,2338.0,29,0.012403764,0.922,0.3958,
False,124,148445037,2309.0,29,0.01255955,0.922,0.3947,
False,125,148754997,2308.0,8,0.0034662045,0.9215,0.3903,
True,126,148780327,2358.0,50,0.02120441,0.9231,0.3972,
False,127,148833047,2408.0,50,0.02076412,0.9249,0.4047,
False,128,150516776,2429.0,58,0.023878139,0.9247,0.406,
False,129,151131409,2477.0,182,0.07347598,0.925,0.4178,
False,130,151209343,2484.0,7,0.0028180354,0.925,0.4175,
False,131,151210619,2491.0,7,0.0028101164,0.925,0.4173,
True,132,151553585,2491.0,10,0.004014452,0.925,0.4169,
False,133,151709450,2498.0,7,0.0028022418,0.925,0.4169,
False,134,151731051,2477.0,25,0.0100928545,0.925,0.4167,
False,135,152079890,2477.0,1,0.00040371416,0.925,0.4154,
False,136,152593433,2477.0,1,0.00040371416,0.925,0.4159,
False,137,155007339,2453.0,25,0.010191602,0.9235,0.4163,
True,138,155083195,2461.0,8,0.0032507111,0.9223,0.4261,
True,139,155839282,2473.0,12,0.004852406,0.9228,0.4065,
True,140,157957123,2473.0,1,0.00040436717,0.9164,0.3581,
True,141,160378488,2473.0,1,0.00040436717,0.9022,0.368,
True,142,160378649,2473.0,1,0.00040436717,0.9022,0.3677,
True,143,160433402,2473.0,1,0.00040436717,0.9022,0.3671,
False,144,161281096,2473.0,4,0.0016174687,0.8938,0.3901,
True,145,164521592,2473.0,1,0.00040436717,0.8807,0.3495,
True,146,164729815,2484.0,18,0.007246377,0.8784,0.3434,
False,147,164731463,2484.0,1,0.0004025765,0.8784,0.3431,
True,148,164735703,2484.0,1,0.0004025765,0.8785,0.3427,
False,149,167054633,2484.0,1,0.0004025765,0.7253,0.5226,
False,150,167287154,2479.0,5,0.0020169422,0.724,0.5226,
False,151,168793798,2479.0,1,0.00040338846,0.7279,0.5292,
False,152,170139810,2479.0,1,0.00040338846,0.7284,0.5281,
True,153,170492860,2522.0,147,0.058287073,0.7335,0.535,
False,154,173194556,2522.0,1,0.0003965107,0.7433,0.5351,
True,155,173248050,2512.0,11,0.004378981,0.7432,0.5415,
